grupo,equipo,jugador
Grupo J,Austria,Marcel Sabitzer
Grupo J,Austria,Florian Grillitsch
Grupo J,Austria,Carney Chukwuemeka
Grupo J,Austria,Romano Schmid
Grupo J,Austria,Christoph Baumgartner
Grupo J,Austria,Konrad Laimer
Grupo J,Austria,Patrick Wimmer
Grupo J,Austria,Paul Wanner
Grupo J,Austria,Alessandro Schopf
Grupo J,Austria,Marko Arnautovic
Grupo J,Austria,Michael Gregoritsch
Grupo J,Austria,Sasa Kalajdzic
Grupo J,Jordania,Yazid Abulaila
Grupo J,Jordania,Abdallah Al-Fakhouri
Grupo J,Jordania,Nour Bani Attiah
Grupo J,Jordania,Abdallah Nasib
Grupo J,Jordania,Saed Al-Rosan
Grupo J,Jordania,Yazan Al-Arab
Grupo J,Jordania,Saleem Obaid
Grupo J,Jordania,Mohammad Abualnadi
Grupo J,Jordania,Husam Abu Dahab
Grupo J,Jordania,Ehsan Haddad
Grupo J,Jordania,Anas Badawi
Grupo J,Jordania,Mohannad Abu Taha
Grupo J,Jordania,Mohammad Abu Hasheesh
Grupo J,Jordania,Noor Al-Rawabdeh
Grupo J,Jordania,Nizar Al-Rashdan
Grupo J,Jordania,Ibrahim Saadeh
Grupo J,Jordania,Rajaei Ayed
Grupo J,Jordania,Amer Jamous
Grupo J,Jordania,Mohammad Al-Dawoud
Grupo J,Jordania,Mahmoud Al-Mardi
Grupo J,Jordania,Odeh Fakhoury
Grupo J,Jordania,Mousa Tamari
Grupo J,Jordania,Mohammad Abu Zrayq
Grupo J,Jordania,Ali Azaizeh
Grupo J,Jordania,Ibrahim Sabra
Grupo J,Jordania,Ali Olwan
Grupo K,Portugal,Diogo Costa
Grupo K,Portugal,José Sá
Grupo K,Portugal,Rui Silva
Grupo K,Portugal,Ricardo Velho
Grupo K,Portugal,Rúben Dias
Grupo K,Portugal,João Cancelo
Grupo K,Portugal,Diogo Dalot
Grupo K,Portugal,Nuno Mendes
Grupo K,Portugal,Nélson Semedo
Grupo K,Portugal,Matheus Nunes
Grupo K,Portugal,Gonçalo Inacio
Grupo K,Portugal,Renato Veiga
Grupo K,Portugal,Tomás Araújo
Grupo K,Portugal,Bruno Fernandes
Grupo K,Portugal,Bernardo Silva
Grupo K,Portugal,Vitinha
Grupo K,Portugal,João Neves
Grupo K,Portugal,Rúben Neves
Grupo K,Portugal,Samú Costa
Grupo K,Portugal,Cristiano Ronaldo
Grupo K,Portugal,Rafael Leão
Grupo K,Portugal,João Félix
Grupo K,Portugal,Gonçalo Ramos
Grupo K,Portugal,Pedro Neto
Grupo K,Portugal,Francisco Conceição
Grupo K,Portugal,Gonçalo Guedes
Grupo K,Portugal,Francisco Trincão
Grupo K,DR Congo,Lionel Mpasi
Grupo K,DR Congo,Timothy Fayulu
Grupo K,DR Congo,Matthieu Epolo
Grupo K,DR Congo,Chancel Mbemba
Grupo K,DR Congo,Axel Tuanzebe
Grupo K,DR Congo,Arthur Masuaku
Grupo K,DR Congo,Gedeon Kalulu
Grupo K,DR Congo,Joris Kayembe
Grupo K,DR Congo,Aaron Wan-Bissaka
Grupo K,DR Congo,Aaron Tshibola
Grupo K,DR Congo,Steve Kapuadi
Grupo K,DR Congo,Dylan Batubinsika
Grupo K,DR Congo,Noah Sadiki
Grupo K,DR Congo,Charles Pickel
Grupo K,DR Congo,Edo Kayembe
Grupo K,DR Congo,Samuel Moutoussamy
Grupo K,DR Congo,Ngal'ayel Mukau
Grupo K,DR Congo,Nathanaël Mbuku
Grupo K,DR Congo,Meschak Elia
Grupo K,DR Congo,Brian Cipenga
Grupo K,DR Congo,Gaël Kakuta
Grupo K,DR Congo,Théo Bongonda
Grupo K,DR Congo,Simon Banza
Grupo K,DR Congo,Yoane Wissa
Grupo K,DR Congo,Fiston Mayele
Grupo K,DR Congo,Cédric Bakambu
Grupo K,Uzbekistán,Utkir Yusupov
Grupo K,Uzbekistán,Abduvakhid Nematov
Grupo K,Uzbekistán,Botirali Ergashev
Grupo K,Uzbekistán,Khojiakbar Alijonov
Grupo K,Uzbekistán,Farrukh Sayfiev
Grupo K,Uzbekistán,Rustam Ashurmatov
Grupo K,Uzbekistán,Sherzod Nasrullaev
Grupo K,Uzbekistán,Umar Eshmurodov
Grupo K,Uzbekistán,Abdulla Abdullaev
Grupo K,Uzbekistán,Behruzjon Karimov
Grupo K,Uzbekistán,Avazbek Ulmasaliyev
Grupo K,Uzbekistán,Jakhongir Urozov
Grupo K,Uzbekistán,Akmal Mozgovoy
Grupo K,Uzbekistán,Otabek Shukurov
Grupo K,Uzbekistán,Jamshid Iskanderov
Grupo K,Uzbekistán,Odiljon Xamrobejov
Grupo K,Uzbekistán,Jaloliddin Masharipov
Grupo K,Uzbekistán,Oston Uronov
Grupo K,Uzbekistán,Dostonbek Khamdamov
Grupo K,Uzbekistán,Azizjon Amonov
Grupo K,Uzbekistán,Abbosbek Fayzullaev
Grupo K,Uzbekistán,Sherzod Esanov
Grupo K,Uzbekistán,Eldor Shomurodov
Grupo K,Uzbekistán,Azizbek Amonov
Grupo K,Uzbekistán,Igor Sergeev
Grupo K,Colombia,Álvaro Montero
Grupo K,Colombia,David Ospina
Grupo K,Colombia,Camilo Vargas
Grupo K,Colombia,Santiago Arias
Grupo K,Colombia,Willer Ditta
Grupo K,Colombia,Jhon Lucumí
Grupo K,Colombia,Deiver Machado
Grupo K,Colombia,Yerry Mina
Grupo K,Colombia,Johan Mojica
Grupo K,Colombia,Daniel Muñoz
Grupo K,Colombia,Davinson Sánchez
Grupo K,Colombia,Jhon Arias
Grupo K,Colombia,Jaminton Campaz
Grupo K,Colombia,Jorge Carrascal
Grupo K,Colombia,Kevin Castaño
Grupo K,Colombia,Jefferson Lerma
Grupo K,Colombia,Juan Camilo Portilla
Grupo K,Colombia,Gustavo Puerta
Grupo K,Colombia,Juan Fernando Quintero
Grupo K,Colombia,James Rodríguez
Grupo K,Colombia,Richard Ríos
Grupo K,Colombia,Jhon Córdoba
Grupo K,Colombia,Carlos Andrés Gómez
Grupo K,Colombia,Juan Camilo Hernández
Grupo K,Colombia,Luis Suárez
Grupo K,Colombia,Luis Díaz
Grupo L,Inglaterra,Jordan Pickford
Grupo L,Inglaterra,Dean Henderson
Grupo L,Inglaterra,James Trafford
Grupo L,Inglaterra,Reece James
Grupo L,Inglaterra,Ezri Konsa
Grupo L,Inglaterra,Jarell Quansah
Grupo L,Inglaterra,John Stones
Grupo L,Inglaterra,Marc Guéhi
Grupo L,Inglaterra,Dan Burn
Grupo L,Inglaterra,Nico O'Reilly
Grupo L,Inglaterra,Djed Spence
Grupo L,Inglaterra,Tino Livramento
Grupo L,Inglaterra,Declan Rice
Grupo L,Inglaterra,Elliot Anderson
Grupo L,Inglaterra,Kobbie Mainoo
Grupo L,Inglaterra,Jordan Henderson
Grupo L,Inglaterra,Morgan Rogers
Grupo L,Inglaterra,Jude Bellingham
Grupo L,Inglaterra,Eberechi Eze
Grupo L,Inglaterra,Harry Kane
Grupo L,Inglaterra,Ivan Toney
Grupo L,Inglaterra,Ollie Watkins
Grupo L,Inglaterra,Bukayo Saka
Grupo L,Inglaterra,Marcus Rashford
Grupo L,Inglaterra,Anthony Gordon
Grupo L,Inglaterra,Noni Madueke
Grupo L,Croacia,Dominik Livakovic
Grupo L,Croacia,Dominik Kotarski
Grupo L,Croacia,Ivor Pandur
Grupo L,Croacia,Josko Gvardiol
Grupo L,Croacia,Duje Caleta-Car
Grupo L,Croacia,Josip Sutalo
Grupo L,Croacia,Josip Stanisic
Grupo L,Croacia,Marin Pongracic
Grupo L,Croacia,Martin Erlic
Grupo L,Croacia,Luka Vuskovic
Grupo L,Croacia,Luka Modric
Grupo L,Croacia,Mateo Kovacic
Grupo L,Croacia,Mario Pasalic
Grupo L,Croacia,Nikola Vlasic
Grupo L,Croacia,Luka Sucic
Grupo L,Croacia,Martin Baturina
Grupo L,Croacia,Kristijan Jakic
Grupo L,Croacia,Petar Sucic
Grupo L,Croacia,Nikola Moro
Grupo L,Croacia,Toni Fruk
Grupo L,Croacia,Ivan Perisic
Grupo L,Croacia,Andrej Kramaric
Grupo L,Croacia,Ante Budimir
Grupo L,Croacia,Marco Pasalic
Grupo L,Croacia,Petar Musa
Grupo L,Croacia,Igor Matanovic
Grupo L,Ghana,Benjamin Asare
Grupo L,Ghana,Lawrence Ati-Zigi
Grupo L,Ghana,Joseph Anang
Grupo L,Ghana,Baba Abdul Rahman
Grupo L,Ghana,Gideon Mensah
Grupo L,Ghana,Marvin Senaya
Grupo L,Ghana,Alidu Seidu
Grupo L,Ghana,Abdul Mumin
Grupo L,Ghana,Jerome Opoku
Grupo L,Ghana,Jonas Adjetey
Grupo L,Ghana,Kojo Oppong Peprah
Grupo L,Ghana,Alexander Djiku
Grupo L,Ghana,Elisha Owusu
Grupo L,Ghana,Thomas Partey
Grupo L,Ghana,Kwasi Sibo
Grupo L,Ghana,Augustine Boakye
Grupo L,Ghana,Caleb Yirenkyi
Grupo L,Ghana,Abdul Fatawu Issahaku
Grupo L,Ghana,Kamal Deen Sulemana
Grupo L,Ghana,Christopher Bonsu Baah
Grupo L,Ghana,Ernest Nuamah
Grupo L,Ghana,Antoine Semenyo
Grupo L,Ghana,Brandon Thomas-Asante
Grupo L,Ghana,Prince Kwabena Adu
Grupo L,Ghana,Iñaki Williams
Grupo L,Ghana,Jordan Ayew
Grupo L,Panamá,Orlando Mosquera
Grupo L,Panamá,Luis Mejía
Grupo L,Panamá,César Samudio
Grupo L,Panamá,César Blackman
Grupo L,Panamá,Jorge Gutiérrez
Grupo L,Panamá,Amir Murillo
Grupo L,Panamá,Fidel Escobar
Grupo L,Panamá,Andrés Andrade
Grupo L,Panamá,Edgardo Fariña
Grupo L,Panamá,José Córdoba
Grupo L,Panamá,Éric Davis
Grupo L,Panamá,Jiovany Ramos
Grupo L,Panamá,Roderick Miller
Grupo L,Panamá,Aníbal Godoy
Grupo L,Panamá,Adalberto Carrasquilla
Grupo L,Panamá,Carlos Harvey
Grupo L,Panamá,Cristian Martínez
Grupo L,Panamá,José Luis Rodríguez
Grupo L,Panamá,César Yanis
Grupo L,Panamá,Yoel Bárcenas
Grupo L,Panamá,Alberto Quintero
Grupo L,Panamá,Azarias Londoño
Grupo L,Panamá,Ismael Díaz
Grupo L,Panamá,Cecilio Waterman
Grupo L,Panamá,José Fajardo
Grupo L,Panamá,Tomás Rodríguez
